Object Name,Satellite of,Equatorial Radius [m],<--References,Mean Radius [m],<--References,Mass [kg],<--References,Bulk Density [kg m-3],<--References,Semimajor Axis [m],<--References,Sidereal Rotation Period [s],<--References,Sidereal Orbit Period (Negative Indicates Retrograde) [s],<--References,Inclination (Relative to Primary's Equator)[deg],<--References,Eccentricity,<--References,Axial Tilt [deg],<-- References,Magnitude [mag],Magnitude Band [UBVRI],<--References,Geometric Albedo,<--References,Mean Gravity [m s-2],<--References,Equatorial Gravity [m-2],<--References,Escape Velocity [m s-1],<--References,Perihelion [m],<-- References,Aphelion [m],<-- References,Luminosity [J s-1],<-- References,Orbital Motion [rad s-1],<--References,Beta Parameter [kg m-1 s-2],<-- References,Core Radius [m],<--References,Mantle Thickness [m],<-- References
Ceres,Sol,4.873E+05,"Thomas, P. C.; Parker, J. Wm.; McFadden, L. A.; et al. (2005). ""Differentiation of the asteroid Ceres as revealed by its shape"". Nature 437 (7056): 224–226.",4.762E+05,,9.430E+20,"Carry, Benoit; et al. (2007). ""Near-Infrared Mapping and Physical Properties of the Dwarf-Planet Ceres""(PDF). Astronomy & Astrophysics 478 (1): 235–244.",2.085E+03,,4.140E+11,,3.267E+04,http://burro.astr.cwru.edu/stu/planets_dwarf_ceres.html,1.453E+08,,10.593,,0.075823,,3.00,,6.64,,,0.09,,2.775E-01,,2.650E-01,,5.100E+02,,3.826E+11,,4.4541E+11,,,,4.324E-08,JPR Derived,2.755E+08,JPR Derived,,,,
Moon,Earth,1.738E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/moonfact.html (Accessed 2-17-15),1.738E+06,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Bills, B.G. and Ferrari, A.J. 1977.  ``A Harmonic Analysis of Lunar   Topography'',Icarus31, 244-259.",7.348E+22,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Standish, E. M. 1998. JPL Planetary  and Lunar Ephemerides, DE405/LE405.",3.344E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,3.844E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/moonfact.html (Accessed 2-17-15),2.361E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/moonfact.html (Accessed 2-17-15),2.361E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/moonfact.html (Accessed 2-17-15),23.43,http://nssdc.gsfc.nasa.gov/planetary/factsheet/moonfact.html (Accessed 2-17-15),0.05,"Wieczorek, M. et al. (2006). ""The constitution and structure of the lunar interior"". Reviews in Mineralogy and Geochemistry 60 (1): 221–364. doi:10.2138/rmg.2006.60.3.",6.69," Lang, Kenneth R. (2011), The Cambridge Guide to the Solar System, 2nd ed., Cambridge University Press.",-12.74,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Explanatory Supplement to the Astron omical Almanac 1992. (P. K.   Seidelmann Ed.)  University Science Books, Mill Valley, CA.",1.200E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Explanatory Supplement to the Astron omical Almanac 1992. (P. K.   Seidelmann Ed.)  University Science Books, Mill Valley, CA.",1.624E+00,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.662E-06,JPR Derived,9.438E+09,JPR Derived,,,,
Phobos,Mars,,,1.110E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P.C. 1989b. ``Shapes of Smal l Satellites'',Icarus77, 248-274.",1.066E+16,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2010. ``The Orbits a nd Masses of the Martian Satellites   and the Libration of Phobos'',AJ139, 668-679.",1.872E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,9.378E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),2.755E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),2.755E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),1.08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),0.02,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),,,11.40,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Zellner, B., and Capen, R. C. 1974.  ``Photometric   Properties of the Martian Satellites'',Icarus23,   437-444.",7.100E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Zellner, B., and Capen, R. C. 1974.  ``Photometric   Properties of the Martian Satellites'',Icarus23,   437-444.",5.773E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.280E-04,JPR Derived,1.200E+05,JPR Derived,,,,
Deimos,Mars,,,6.200E+03,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P.C. 1989b. ``Shapes of Smal l Satellites'',Icarus77, 248-274.",1.476E+15,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2010. ``The Orbits a nd Masses of the Martian Satellites   and the Libration of Phobos'',AJ139, 668-679.",1.471E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.346E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),2.755E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),2.755E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),1.79,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/marsfact.html (Accessed 2-17-15),,,12.45,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Zellner, B., and Capen, R. C. 1974.  ``Photometric   Properties of the Martian Satellites'',Icarus23,   437-444.",6.800E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C., Adinolfi, D., Helfenstein, P., Simonelli, D. and   Veverka, J. 1996. ``The Surface of Deimos: Contribution of Materials and   Processes to Its Unique Appearance'',Icarus123,   536-556.",2.563E-03,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.280E-04,JPR Derived,2.337E+04,JPR Derived,,,,
Io,Jupiter,,,1.822E+06,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. C., Davies, M. E., Colvin, T. R., Oberst,   J., Schuster, P., Neukum, G., Carr, M. H., McEwen, A., Schubert, G.,   Belton, M. J. S., and the Galileo Imaging Team 1998, ``The Shape of   Io from Galileo Limb Measurements'',Icarus135,   175-180.",8.932E+22,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2003b. private communication of constants used in    the JUP230 ephemeris",3.528E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,4.216E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),1.529E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),1.529E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,5.02,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., N. D. Morrison, and Lazarewicz, A. R.   1974. ``Four color photometry of the Galilean satellites'',Icarus23, 399-416.",6.300E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Simonelli, D. P. and Veverka, J. 1984. ``Voyager Disk-Integrated    Photometry of Io'',Icarus59, 406-425.",1.796E+00,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,4.111E-05,JPR Derived,1.155E+10,JPR Derived,612500,Need New Source,1.159E+06,Need New Source
Europa,Jupiter,,,1.561E+06,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P.C. 2002.  private communication of limb fit results",4.800E+22,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2003b. private communication of constants used in    the JUP230 ephemeris",3.013E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,6.709E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),3.068E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),3.068E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.47,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.01,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,5.29,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., N. D. Morrison, and Lazarewicz, A. R.   1974. ``Four color photometry of the Galilean satellites'',Icarus23, 399-416.",6.700E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Buratti, B. and Veverka, J. 1983. ``Voyager Photometry of Europa'',Icarus55, 93-110. (average of leading and trailing    hemisphere values)",1.315E+00,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.048E-05,JPR Derived,6.184E+09,JPR Derived,,,,
Ganymede,Jupiter,,,2.631E+06,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Anderson, J. D., Jacobson, R. A., Lau, E. L., Moore, W. B.,   Olsen, O.,  Schubert, G., and Thomas, P. C. 2000. ``Shape, Mean Radius,   Gravity Field and Interior Structure of Ganymede'',Bulletin of the American Astronomical Society33(3),   1101.",1.482E+23,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2003b. private communication of constants used in    the JUP230 ephemeris",1.942E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.070E+09,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),6.182E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),6.182E+05,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.21,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,4.61,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., N. D. Morrison, and Lazarewicz, A. R.   1974. ``Four color photometry of the Galilean satellites'',Icarus23, 399-416.",4.300E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D. and Morrison, N. D. 1977. ``Photometry of the Galilean    Satellites'', In Planetary Satellites (J. A. Burns, Ed.) pp. 363-378.    Univ. of Arizona Press, Tucson.",1.428E+00,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.016E-05,JPR Derived,7.299E+09,JPR Derived,,,,
Callisto,Jupiter,,,2.410E+06,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Anderson, J.D., Jacobson, R.A., McElrath, T. P.,   Schubert,G., Moore, W.B., and Thomas,  P. C. 2000a. ``Shape, Mean Radius,   Gravity Field and Interior Structure of Callisto'',Icarus153, 157-161.",1.076E+23,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2003b. private communication of constants used in    the JUP230 ephemeris",1.834E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.883E+09,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),1.442E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),1.442E+06,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.51,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.01,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,5.65,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D., N. D. Morrison, and Lazarewicz, A. R.   1974. ``Four color photometry of the Galilean satellites'',Icarus23, 399-416.",1.700E-01,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Morrison, D. and Morrison, N. D. 1977. ``Photometry of the Galilean    Satellites'', In Planetary Satellites (J. A. Burns, Ed.) pp. 363-378.    Univ. of Arizona Press, Tucson.",1.236E+00,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,4.357E-06,JPR Derived,5.464E+09,JPR Derived,,,,
Amalthea,Jupiter,,,8.345E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P.C. 2002.  private communication of Amalthea volume based    on its shape model",2.068E+18,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Jacobson, R. A. 2003b. private communication of constants used in    the JUP230 ephemeris",8.490E+02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.814E+08,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),4.304E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),4.304E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.40,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.00,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,14.10,V0,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Thomas, P. and Veverka, J. 1982. ``Amalthea'', In   Satellites of Jupiter (D. Morrison Eds.) pp. 147-173. Univ. of Arizona   Press, Tucson.",9.000E-02,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Simonelli, D. P., Rossier, L., Thomas, P. C.,  Veverka, J.,   Burns, J. A., and Belton, M. J. S. 2000. ``Leading/Trailing Albedo   Asymmetries of Thebe, Amalthea, and Metis'',Icarus147,   353-365.",1.982E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,1.460E-04,JPR Derived,1.404E+06,JPR Derived,,,,
Himalia,Jupiter,,,8.500E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W. and Walsh, K. W. 2001. ``Implied   Evolutionary Differences of the Jovian Irregular Satellites from a BVR Color   Survey'', presented at Jupiter: Planet, Satellites, and Magnetosphere,   Boulder Colorado",6.744E+18,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.146E+10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),3.456E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),2.165E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),27.63,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.16,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,14.20,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W., Walsh, K., and Consolmagno, G. 2001.   ``Implied Evolutionary Differences of the Jovian Irregular Satellites    from a BVR Color Survey'',Icarus154, 313-320.",4.000E-02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,6.230E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.902E-07,JPR Derived,1.377E+07,JPR Derived,,,,
Elara,Jupiter,,,4.300E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W. and Walsh, K. W. 2001. ``Implied   Evolutionary Differences of the Jovian Irregular Satellites from a BVR Color   Survey'', presented at Jupiter: Planet, Satellites, and Magnetosphere,   Boulder Colorado",8.692E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.174E+10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),4.320E+04,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),2.243E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),24.77,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.22,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,16.00,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W., Walsh, K., and Consolmagno, G. 2001.   ``Implied Evolutionary Differences of the Jovian Irregular Satellites    from a BVR Color Survey'',Icarus154, 313-320.",4.000E-02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,3.137E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.801E-07,JPR Derived,3.508E+06,JPR Derived,,,,
Pasiphae,Jupiter,,,3.000E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W. and Walsh, K. W. 2001. ``Implied   Evolutionary Differences of the Jovian Irregular Satellites from a BVR Color   Survey'', presented at Jupiter: Planet, Satellites, and Magnetosphere,   Boulder Colorado",2.997E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,-6.425E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,,,,,16.80,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W., Walsh, K., and Consolmagno, G. 2001.   ``Implied Evolutionary Differences of the Jovian Irregular Satellites    from a BVR Color Survey'',Icarus154, 313-320.",4.000E-02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.223E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,-9.780E-08,JPR Derived,1.734E+06,JPR Derived,,,,
Sinope,Jupiter,,,1.900E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W. and Walsh, K. W. 2001. ``Implied   Evolutionary Differences of the Jovian Irregular Satellites from a BVR Color   Survey'', presented at Jupiter: Planet, Satellites, and Magnetosphere,   Boulder Colorado",7.493E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,-6.557E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,,,,,18.20,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W., Walsh, K., and Consolmagno, G. 2001.   ``Implied Evolutionary Differences of the Jovian Irregular Satellites    from a BVR Color Survey'',Icarus154, 313-320.",4.000E-02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.385E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,-9.583E-08,JPR Derived,6.843E+05,JPR Derived,,,,
Lysithea,Jupiter,,,1.800E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W. and Walsh, K. W. 2001. ``Implied   Evolutionary Differences of the Jovian Irregular Satellites from a BVR Color   Survey'', presented at Jupiter: Planet, Satellites, and Magnetosphere,   Boulder Colorado",6.294E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.172E+10,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,2.240E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),27.35,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),0.11,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,18.10,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W., Walsh, K., and Consolmagno, G. 2001.   ``Implied Evolutionary Differences of the Jovian Irregular Satellites    from a BVR Color Survey'',Icarus154, 313-320.",4.000E-02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.297E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,2.805E-07,JPR Derived,6.068E+05,JPR Derived,,,,
Carme,Jupiter,,,2.300E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W. and Walsh, K. W. 2001. ``Implied   Evolutionary Differences of the Jovian Irregular Satellites from a BVR Color   Survey'', presented at Jupiter: Planet, Satellites, and Magnetosphere,   Boulder Colorado",1.319E+17,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,-6.343E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,,,,,18.10,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W., Walsh, K., and Consolmagno, G. 2001.   ``Implied Evolutionary Differences of the Jovian Irregular Satellites    from a BVR Color Survey'',Icarus154, 313-320.",4.000E-02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.664E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,-9.905E-08,JPR Derived,9.950E+05,JPR Derived,,,,
Ananke,Jupiter,,,1.400E+04,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W. and Walsh, K. W. 2001. ``Implied   Evolutionary Differences of the Jovian Irregular Satellites from a BVR Color   Survey'', presented at Jupiter: Planet, Satellites, and Magnetosphere,   Boulder Colorado",2.997E+16,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,2.600E+03,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,,,,,-5.441E+07,http://nssdc.gsfc.nasa.gov/planetary/factsheet/joviansatfact.html (Accessed 2-16-15),,,,,,,19.10,R,"http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Rettig, T. W., Walsh, K., and Consolmagno, G. 2001.   ``Implied Evolutionary Differences of the Jovian Irregular Satellites    from a BVR Color Survey'',Icarus154, 313-320.",4.000E-02,http://ssd.jpl.nasa.gov/?sat_phys_par (Accessed 2-15-15); Derived,1.021E-02,JPR Derived; Big-G used: http://physics.nist.gov/cgi-bin/cuu/Value?bg|search_for=gravitational,,,,,,,,,,,-1.155E-07,JPR Derived,3.715E+05,JPR Derived,,,,
